customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Refined_Segment,loyalty_tier,support_ticket_count,city_tier,age_group,acquisition_channel
CUST01185,26,7,6083.03,4,5,5,01_Champions,Silver,2,Tier 1,35-44,Referral
CUST01186,214,3,2962.35,1,2,3,05_At-Risk (High Concern),None,1,Tier 1,18-24,Google Search
CUST01187,26,5,3483.44,4,4,4,01_Champions,Silver,1,Tier 2,45+,Google Search
CUST01188,153,2,688.52,2,1,1,05_At-Risk (High Concern),Gold,2,Tier 3,25-34,Referral
CUST01189,222,3,3126.0299999999997,1,2,4,05_At-Risk (High Concern),None,1,Tier 1,25-34,Organic
CUST01190,35,5,4507.73,4,4,4,03_Promising,None,0,Tier 1,18-24,Organic
CUST01191,113,1,510.71,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Instagram
CUST01192,51,5,3055.98,3,4,3,04_Needs Nurturing,None,0,Tier 1,25-34,Google Search
CUST01193,518,1,270.13,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 1,18-24,Organic
CUST01194,146,3,1852.1599999999999,2,2,2,05_At-Risk (High Concern),None,2,Tier 2,25-34,Referral
CUST01195,155,1,542.27,2,1,1,05_At-Risk (High Concern),Silver,1,Tier 3,25-34,Marketplace
CUST01196,172,3,3110.08,2,2,3,05_At-Risk (High Concern),None,1,Tier 1,25-34,Influencer
CUST01197,138,2,406.22,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Google Search
CUST01198,49,2,996.83,3,1,1,08_Unclassified,Silver,1,Tier 2,25-34,Influencer
CUST01199,420,3,2144.4,1,2,3,05_At-Risk (High Concern),Silver,1,Tier 2,35-44,Referral
CUST01200,51,2,1100.3,3,1,1,08_Unclassified,Platinum,0,Tier 2,45+,Organic
CUST01201,219,7,5885.4,1,5,5,08_Unclassified,Platinum,4,Tier 3,45+,Marketplace
CUST01202,193,1,650.67,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Google Search
CUST01203,59,3,842.47,3,2,1,04_Needs Nurturing,None,1,Tier 1,45+,Instagram
CUST01204,17,8,4921.26,5,5,5,01_Champions,Gold,2,Tier 1,25-34,Organic
CUST01205,323,4,1861.62,1,3,2,06_At-Risk (Dormant),None,0,Tier 1,35-44,Google Search
CUST01206,134,1,819.46,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Instagram
CUST01207,171,2,638.4200000000001,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Instagram
CUST01208,38,4,1928.58,4,3,2,03_Promising,Silver,0,Tier 2,35-44,Instagram
CUST01209,4,9,4517.05,5,5,4,02_Loyal & Engaged,None,1,Tier 1,35-44,Marketplace
CUST01210,327,1,429.55,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,25-34,Instagram
CUST01211,52,6,4369.23,3,4,4,02_Loyal & Engaged,Platinum,4,Tier 2,25-34,Instagram
CUST01212,23,7,6134.99,4,5,5,02_Loyal & Engaged,None,2,Tier 1,18-24,Influencer
CUST01213,224,1,492.41,1,1,1,05_At-Risk (High Concern),Silver,1,Tier 2,35-44,Referral
CUST01214,185,4,5584.12,2,3,5,04_Needs Nurturing,Silver,0,Tier 3,25-34,Instagram
CUST01215,29,5,4449.57,4,4,4,03_Promising,None,0,Tier 2,35-44,Influencer
CUST01216,168,1,1022.33,2,1,1,06_At-Risk (Dormant),Silver,0,Tier 3,25-34,Instagram
CUST01217,224,2,1295.0,1,1,2,06_At-Risk (Dormant),None,0,Tier 3,25-34,Referral
CUST01218,7,7,4839.62,5,5,5,01_Champions,Silver,1,Tier 1,25-34,Organic
CUST01219,20,3,1368.38,4,2,2,03_Promising,None,2,Tier 1,25-34,Google Search
CUST01220,159,1,1095.74,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,45+,Influencer
CUST01221,29,4,2504.8,4,3,3,03_Promising,None,0,Tier 3,45+,Google Search
CUST01222,12,4,2229.4500000000003,5,3,3,02_Loyal & Engaged,Silver,0,Tier 1,18-24,Marketplace
CUST01223,179,6,3738.91,2,4,4,04_Needs Nurturing,Gold,1,Tier 1,18-24,Instagram
CUST01224,94,1,1005.1,3,1,1,08_Unclassified,None,0,Tier 3,45+,Organic
CUST01225,158,1,620.28,2,1,1,05_At-Risk (High Concern),None,1,Tier 1,35-44,Organic
CUST01226,98,4,2967.87,3,3,3,02_Loyal & Engaged,Silver,2,Tier 1,18-24,Instagram
CUST01227,104,5,2824.19,3,4,3,02_Loyal & Engaged,Silver,1,Tier 2,25-34,Referral
CUST01228,273,4,2998.23,1,3,3,08_Unclassified,Silver,0,Tier 2,45+,Instagram
CUST01229,208,4,1965.74,1,3,2,05_At-Risk (High Concern),None,1,Tier 1,25-34,Google Search
CUST01230,173,2,1398.63,2,1,2,06_At-Risk (Dormant),None,0,Tier 2,25-34,Marketplace
CUST01231,15,4,2051.59,5,3,2,03_Promising,None,0,Tier 1,45+,Organic
CUST01232,244,2,906.6800000000001,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Organic
CUST01233,12,9,8057.13,5,5,5,01_Champions,None,1,Tier 3,25-34,Instagram
CUST01234,176,3,2999.91,2,2,3,06_At-Risk (Dormant),None,0,Tier 1,25-34,Google Search
CUST01235,222,5,3111.29,1,4,4,08_Unclassified,None,0,Tier 3,18-24,Google Search
CUST01236,33,11,6340.12,4,5,5,01_Champions,Gold,1,Tier 1,18-24,Instagram
CUST01237,164,3,1474.19,2,2,2,05_At-Risk (High Concern),None,1,Tier 2,25-34,Marketplace
CUST01238,46,7,5105.49,3,5,5,02_Loyal & Engaged,None,1,Tier 1,25-34,Organic
CUST01239,11,2,2242.2200000000003,5,1,3,03_Promising,Silver,0,Tier 1,25-34,Instagram
CUST01240,80,1,434.11,3,1,1,08_Unclassified,None,0,Tier 2,25-34,Referral
CUST01241,57,2,505.20000000000005,3,1,1,08_Unclassified,None,0,Tier 1,35-44,Marketplace
CUST01242,58,10,11607.81,3,5,5,02_Loyal & Engaged,Gold,2,Tier 1,18-24,Instagram
CUST01243,135,3,1470.48,2,2,2,05_At-Risk (High Concern),None,1,Tier 1,25-34,Referral
CUST01244,24,6,4620.29,4,4,4,01_Champions,Gold,1,Tier 3,25-34,Influencer
CUST01245,316,2,1283.42,1,1,2,06_At-Risk (Dormant),None,0,Tier 2,45+,Google Search
CUST01246,23,4,3353.49,4,3,4,02_Loyal & Engaged,Silver,1,Tier 2,18-24,Influencer
CUST01247,40,4,3108.17,4,3,3,02_Loyal & Engaged,None,1,Tier 1,35-44,Instagram
CUST01248,49,2,2081.32,3,1,2,08_Unclassified,None,0,Tier 2,25-34,Instagram
CUST01249,15,6,4053.69,5,4,4,03_Promising,Platinum,0,Tier 1,18-24,Marketplace
CUST01250,42,2,2250.91,4,1,3,03_Promising,Silver,1,Tier 2,25-34,Organic
CUST01251,113,11,6352.58,2,5,5,04_Needs Nurturing,None,4,Tier 3,25-34,Marketplace
CUST01252,99,4,2575.58,3,3,3,02_Loyal & Engaged,Gold,0,Tier 1,35-44,Marketplace
CUST01253,160,2,2035.62,2,1,2,06_At-Risk (Dormant),None,0,Tier 2,45+,Referral
CUST01254,12,3,3087.35,5,2,3,03_Promising,Silver,1,Tier 3,25-34,Instagram
CUST01255,30,2,2558.23,4,1,3,03_Promising,None,1,Tier 2,25-34,Referral
CUST01256,347,1,564.83,1,1,1,05_At-Risk (High Concern),None,1,Tier 3,35-44,Referral
CUST01257,88,5,3430.98,3,4,4,02_Loyal & Engaged,Silver,2,Tier 2,25-34,Instagram
CUST01258,311,7,4454.38,1,5,4,08_Unclassified,Silver,1,Tier 2,45+,Google Search
CUST01259,155,6,4645.31,2,4,4,04_Needs Nurturing,Silver,3,Tier 1,25-34,Organic
CUST01260,12,2,1544.69,5,1,2,03_Promising,None,0,Tier 1,25-34,Instagram
CUST01261,21,3,1007.37,4,2,1,03_Promising,Gold,0,Tier 1,25-34,Marketplace
CUST01262,86,1,195.09,3,1,1,08_Unclassified,Silver,0,Tier 1,45+,Influencer
CUST01263,15,11,7575.91,5,5,5,01_Champions,Platinum,3,Tier 2,25-34,Google Search
CUST01264,112,2,2890.16,2,1,3,06_At-Risk (Dormant),Silver,0,Tier 1,18-24,Organic
CUST01265,4,4,2608.96,5,3,3,02_Loyal & Engaged,Silver,0,Tier 1,25-34,Marketplace
CUST01266,41,8,6138.87,4,5,5,02_Loyal & Engaged,None,2,Tier 3,35-44,Instagram
CUST01267,49,9,6217.47,3,5,5,02_Loyal & Engaged,Silver,1,Tier 1,25-34,Organic
CUST01268,80,7,6083.44,3,5,5,02_Loyal & Engaged,None,2,Tier 3,18-24,Marketplace
CUST01269,31,2,1116.62,4,1,1,08_Unclassified,None,0,Tier 2,18-24,Google Search
CUST01270,16,2,535.01,5,1,1,08_Unclassified,None,1,Tier 3,45+,Organic
CUST01271,12,2,1285.54,5,1,2,03_Promising,None,0,Tier 1,25-34,Organic
CUST01272,13,2,2481.63,5,1,3,03_Promising,None,0,Tier 1,18-24,Organic
CUST01273,210,2,1602.01,1,1,2,05_At-Risk (High Concern),None,1,Tier 3,35-44,Instagram
CUST01274,19,8,6462.28,4,5,5,01_Champions,Gold,3,Tier 1,18-24,Referral
CUST01275,53,4,3098.1,3,3,3,02_Loyal & Engaged,None,1,Tier 1,35-44,Instagram
CUST01276,25,6,3093.02,4,4,3,02_Loyal & Engaged,Silver,1,Tier 2,25-34,Organic
CUST01277,160,5,3500.13,2,4,4,04_Needs Nurturing,None,0,Tier 2,25-34,Referral
CUST01278,57,5,2929.04,3,4,3,02_Loyal & Engaged,Silver,1,Tier 1,25-34,Referral
CUST01279,162,1,1494.42,2,1,2,05_At-Risk (High Concern),Silver,1,Tier 1,25-34,Organic
CUST01280,45,9,8496.5,3,5,5,02_Loyal & Engaged,Silver,0,Tier 3,35-44,Referral
CUST01281,276,3,1971.02,1,2,2,06_At-Risk (Dormant),None,0,Tier 1,45+,Instagram
CUST01282,139,1,499.65,2,1,1,05_At-Risk (High Concern),Silver,1,Tier 1,35-44,Marketplace
CUST01283,101,10,6697.49,3,5,5,02_Loyal & Engaged,None,3,Tier 2,18-24,Referral
CUST01284,253,5,4033.89,1,4,4,08_Unclassified,None,1,Tier 3,35-44,Google Search
CUST01285,185,8,6478.76,2,5,5,04_Needs Nurturing,None,1,Tier 3,45+,Influencer
CUST01286,22,4,2484.92,4,3,3,03_Promising,Platinum,0,Tier 2,25-34,Google Search
CUST01287,5,5,3139.93,5,4,4,02_Loyal & Engaged,None,1,Tier 2,18-24,Influencer
CUST01288,193,1,486.14,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Referral
CUST01289,7,4,3429.63,5,3,4,02_Loyal & Engaged,Gold,0,Tier 1,25-34,Referral
CUST01290,2,4,2817.87,5,3,3,03_Promising,None,0,Tier 2,18-24,Influencer
CUST01291,25,5,2781.77,4,4,3,02_Loyal & Engaged,None,1,Tier 1,25-34,Instagram
CUST01292,11,3,2891.04,5,2,3,03_Promising,Silver,0,Tier 1,18-24,Instagram
CUST01293,19,8,5379.42,4,5,5,01_Champions,Gold,1,Tier 2,18-24,Referral
CUST01294,22,2,1117.3899999999999,4,1,1,08_Unclassified,Silver,0,Tier 1,18-24,Organic
CUST01295,182,4,12408.61,2,3,5,04_Needs Nurturing,Platinum,1,Tier 1,35-44,Organic
CUST01296,5,3,2641.67,5,2,3,03_Promising,None,0,Tier 1,25-34,Instagram
CUST01297,3,6,3084.59,5,4,3,02_Loyal & Engaged,Silver,2,Tier 1,25-34,Organic
CUST01298,390,4,1161.46,1,3,1,05_At-Risk (High Concern),None,1,Tier 1,35-44,Marketplace
CUST01299,232,3,2011.06,1,2,2,06_At-Risk (Dormant),None,0,Tier 1,35-44,Google Search
CUST01300,34,9,4951.68,4,5,5,02_Loyal & Engaged,None,1,Tier 2,25-34,Referral
CUST01301,146,4,1662.8999999999999,2,3,2,04_Needs Nurturing,None,2,Tier 2,25-34,Referral
CUST01302,30,9,7115.13,4,5,5,03_Promising,None,0,Tier 1,25-34,Referral
CUST01303,81,2,1442.63,3,1,2,08_Unclassified,None,2,Tier 1,25-34,Google Search
CUST01304,26,6,2819.6800000000003,4,4,3,02_Loyal & Engaged,Silver,1,Tier 2,18-24,Organic
CUST01305,111,1,311.4,2,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,25-34,Marketplace
CUST01306,40,7,7826.82,4,5,5,02_Loyal & Engaged,None,1,Tier 2,18-24,Google Search
CUST01307,295,2,1179.22,1,1,2,06_At-Risk (Dormant),None,0,Tier 2,18-24,Marketplace
CUST01308,180,3,2085.04,2,2,2,06_At-Risk (Dormant),Silver,0,Tier 1,45+,Google Search
CUST01309,1,8,4131.1,5,5,4,03_Promising,None,0,Tier 1,25-34,Referral
CUST01310,58,6,4660.18,3,4,4,02_Loyal & Engaged,None,3,Tier 3,45+,Referral
CUST01311,11,7,4950.09,5,5,5,01_Champions,None,1,Tier 2,18-24,Marketplace
CUST01312,53,6,5456.15,3,4,5,02_Loyal & Engaged,Silver,0,Tier 2,35-44,Organic
CUST01313,41,8,7816.55,4,5,5,02_Loyal & Engaged,None,1,Tier 1,45+,Organic
CUST01314,18,6,4916.42,5,4,5,02_Loyal & Engaged,None,2,Tier 1,25-34,Instagram
CUST01315,283,1,473.31,1,1,1,06_At-Risk (Dormant),None,0,Tier 2,25-34,Influencer
CUST01316,181,1,407.44,2,1,1,05_At-Risk (High Concern),None,1,Tier 1,45+,Marketplace
CUST01317,317,4,3389.0,1,3,4,08_Unclassified,Silver,0,Tier 2,25-34,Influencer
CUST01318,191,2,911.45,2,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,35-44,Google Search
CUST01319,24,2,1224.1,4,1,2,03_Promising,None,0,Tier 2,18-24,Organic
CUST01320,211,3,1828.6799999999998,1,2,2,05_At-Risk (High Concern),None,1,Tier 2,45+,Referral
CUST01321,36,8,4480.23,4,5,4,02_Loyal & Engaged,None,3,Tier 3,35-44,Instagram
CUST01322,157,4,3476.6,2,3,4,04_Needs Nurturing,None,0,Tier 3,25-34,Influencer
CUST01323,337,3,1273.29,1,2,2,06_At-Risk (Dormant),None,0,Tier 2,25-34,Organic
CUST01324,288,1,967.23,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,45+,Instagram
CUST01325,28,8,8601.32,4,5,5,02_Loyal & Engaged,None,2,Tier 3,18-24,Google Search
CUST01326,192,3,4393.63,2,2,4,06_At-Risk (Dormant),None,0,Tier 2,35-44,Google Search
CUST01327,5,6,6707.79,5,4,5,03_Promising,None,0,Tier 2,18-24,Referral
CUST01328,34,4,3436.0299999999997,4,3,4,02_Loyal & Engaged,Silver,0,Tier 2,25-34,Google Search
CUST01329,6,6,3260.46,5,4,4,01_Champions,Silver,1,Tier 1,18-24,Instagram
CUST01330,4,6,5424.99,5,4,5,02_Loyal & Engaged,None,1,Tier 2,35-44,Marketplace
CUST01331,56,7,6201.48,3,5,5,02_Loyal & Engaged,None,2,Tier 2,35-44,Google Search
CUST01332,8,6,5804.94,5,4,5,01_Champions,Gold,0,Tier 3,25-34,Organic
CUST01333,108,1,420.65,3,1,1,08_Unclassified,None,0,Tier 1,35-44,Organic
CUST01334,221,4,2962.17,1,3,3,08_Unclassified,None,1,Tier 2,25-34,Google Search
CUST01335,29,8,6755.67,4,5,5,02_Loyal & Engaged,Platinum,1,Tier 1,25-34,Organic
CUST01336,62,2,910.6700000000001,3,1,1,08_Unclassified,Gold,0,Tier 2,25-34,Marketplace
CUST01337,6,2,1695.5300000000002,5,1,2,03_Promising,None,0,Tier 2,45+,Google Search
CUST01338,68,1,232.88,3,1,1,08_Unclassified,None,1,Tier 3,25-34,Organic
CUST01339,223,1,450.33,1,1,1,05_At-Risk (High Concern),Gold,1,Tier 2,25-34,Instagram
CUST01340,137,1,624.33,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,35-44,Google Search
CUST01341,99,1,395.13,3,1,1,08_Unclassified,None,0,Tier 2,18-24,Google Search
CUST01342,145,3,2125.98,2,2,3,06_At-Risk (Dormant),None,0,Tier 2,18-24,Influencer
CUST01343,3,8,4969.94,5,5,5,01_Champions,None,1,Tier 1,45+,Instagram
CUST01344,456,1,1054.04,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,35-44,Instagram
CUST01345,18,3,4114.54,5,2,4,03_Promising,None,0,Tier 1,25-34,Marketplace
CUST01346,25,11,7141.32,4,5,5,01_Champions,Silver,2,Tier 2,45+,Influencer
CUST01347,189,1,316.63,2,1,1,06_At-Risk (Dormant),None,0,Tier 2,45+,Google Search
CUST01348,201,4,2160.61,1,3,3,08_Unclassified,Silver,1,Tier 2,25-34,Marketplace
CUST01349,36,5,4006.6400000000003,4,4,4,03_Promising,None,0,Tier 2,25-34,Instagram
CUST01350,251,2,1242.73,1,1,2,05_At-Risk (High Concern),Gold,1,Tier 3,25-34,Influencer
CUST01351,91,1,542.87,3,1,1,08_Unclassified,None,1,Tier 2,25-34,Organic
CUST01352,184,7,5877.57,2,5,5,04_Needs Nurturing,None,2,Tier 1,18-24,Influencer
CUST01353,21,2,875.0699999999999,4,1,1,08_Unclassified,None,1,Tier 2,25-34,Marketplace
CUST01354,7,3,1670.79,5,2,2,03_Promising,Platinum,1,Tier 1,25-34,Instagram
CUST01355,15,4,3034.98,5,3,3,02_Loyal & Engaged,Silver,0,Tier 1,18-24,Organic
CUST01356,103,2,1149.21,3,1,1,08_Unclassified,None,1,Tier 2,45+,Instagram
CUST01357,187,6,4681.22,2,4,4,04_Needs Nurturing,None,0,Tier 1,18-24,Influencer
CUST01358,12,3,2267.79,5,2,3,03_Promising,None,0,Tier 3,45+,Google Search
CUST01359,167,5,3628.17,2,4,4,04_Needs Nurturing,None,3,Tier 3,18-24,Organic
CUST01360,221,8,12310.69,1,5,5,08_Unclassified,Silver,2,Tier 1,25-34,Referral
CUST01361,40,2,1394.67,4,1,2,03_Promising,None,0,Tier 1,25-34,Organic
CUST01362,141,4,2803.19,2,3,3,04_Needs Nurturing,Silver,2,Tier 2,35-44,Organic
CUST01363,15,5,3348.52,5,4,4,01_Champions,Gold,0,Tier 1,35-44,Instagram
CUST01364,209,1,1261.0,1,1,2,06_At-Risk (Dormant),Silver,0,Tier 1,18-24,Marketplace
CUST01365,308,2,749.98,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Google Search
CUST01366,159,6,3862.08,2,4,4,04_Needs Nurturing,Gold,1,Tier 1,25-34,Organic
CUST01367,117,1,363.62,2,1,1,05_At-Risk (High Concern),Silver,1,Tier 2,18-24,Referral
CUST01368,369,1,498.64,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,35-44,Google Search
CUST01369,28,3,1987.3700000000001,4,2,2,03_Promising,Silver,1,Tier 3,25-34,Instagram
CUST01370,48,4,4175.42,3,3,4,04_Needs Nurturing,None,0,Tier 2,18-24,Organic
CUST01371,24,4,5626.71,4,3,5,02_Loyal & Engaged,None,1,Tier 2,45+,Influencer
CUST01372,132,1,366.8,2,1,1,05_At-Risk (High Concern),Silver,1,Tier 1,18-24,Google Search
CUST01373,106,1,291.54,3,1,1,08_Unclassified,None,0,Tier 1,25-34,Referral
CUST01374,149,1,282.0,2,1,1,06_At-Risk (Dormant),None,0,Tier 3,25-34,Instagram
CUST01375,9,5,2961.63,5,4,3,02_Loyal & Engaged,Silver,0,Tier 3,18-24,Referral
CUST01376,5,2,1173.88,5,1,2,03_Promising,None,0,Tier 1,18-24,Marketplace
CUST01377,13,2,1222.72,5,1,2,03_Promising,None,1,Tier 2,25-34,Organic
CUST01378,178,1,348.74,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,35-44,Google Search
CUST01379,247,1,2392.34,1,1,3,06_At-Risk (Dormant),Silver,0,Tier 2,35-44,Instagram
CUST01380,28,8,4291.17,4,5,4,02_Loyal & Engaged,None,1,Tier 1,35-44,Instagram
CUST01381,57,9,6070.99,3,5,5,02_Loyal & Engaged,Gold,0,Tier 2,25-34,Organic
CUST01382,65,3,1589.74,3,2,2,04_Needs Nurturing,None,1,Tier 1,18-24,Organic
CUST01383,4,5,2934.6099999999997,5,4,3,02_Loyal & Engaged,Silver,1,Tier 2,25-34,Referral
CUST01384,206,6,7520.42,1,4,5,08_Unclassified,None,2,Tier 2,35-44,Marketplace
CUST01385,7,6,3144.83,5,4,4,02_Loyal & Engaged,None,1,Tier 3,45+,Organic
CUST01386,25,7,7871.0,4,5,5,01_Champions,Gold,4,Tier 1,45+,Marketplace
CUST01387,189,7,6963.04,2,5,5,04_Needs Nurturing,None,0,Tier 2,25-34,Instagram
CUST01388,131,2,3498.38,2,1,4,06_At-Risk (Dormant),None,0,Tier 2,25-34,Google Search
CUST01389,52,5,3418.09,3,4,4,02_Loyal & Engaged,None,1,Tier 1,35-44,Instagram
CUST01390,4,5,4335.11,5,4,4,03_Promising,None,0,Tier 1,45+,Instagram
CUST01391,27,4,4170.52,4,3,4,02_Loyal & Engaged,None,1,Tier 3,35-44,Marketplace
CUST01392,40,2,2074.31,4,1,2,03_Promising,None,0,Tier 1,18-24,Google Search
CUST01393,146,4,2203.42,2,3,3,04_Needs Nurturing,None,0,Tier 2,25-34,Referral
CUST01394,18,6,6809.219999999999,5,4,5,03_Promising,None,0,Tier 2,25-34,Referral
CUST01395,32,7,6725.89,4,5,5,03_Promising,None,0,Tier 2,18-24,Google Search
CUST01396,188,1,826.44,2,1,1,05_At-Risk (High Concern),None,1,Tier 1,25-34,Google Search
CUST01397,48,8,6615.66,3,5,5,02_Loyal & Engaged,None,1,Tier 2,25-34,Marketplace
CUST01398,118,1,1672.19,2,1,2,05_At-Risk (High Concern),None,1,Tier 1,18-24,Google Search
CUST01399,5,9,4800.65,5,5,5,01_Champions,Silver,2,Tier 2,25-34,Influencer
CUST01400,195,2,863.9,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Google Search
CUST01401,4,3,3231.27,5,2,4,03_Promising,None,0,Tier 1,25-34,Google Search
CUST01402,315,2,1474.48,1,1,2,05_At-Risk (High Concern),None,1,Tier 3,18-24,Organic
CUST01403,390,4,2287.41,1,3,3,08_Unclassified,None,0,Tier 3,18-24,Marketplace
CUST01404,263,9,6788.52,1,5,5,08_Unclassified,Gold,2,Tier 1,25-34,Organic
CUST01405,41,4,2894.68,4,3,3,02_Loyal & Engaged,Gold,0,Tier 2,25-34,Referral
CUST01406,283,5,5888.31,1,4,5,08_Unclassified,Gold,1,Tier 2,18-24,Instagram
CUST01407,200,3,1992.79,1,2,2,05_At-Risk (High Concern),Silver,2,Tier 3,25-34,Instagram
CUST01408,368,2,792.08,1,1,1,06_At-Risk (Dormant),Silver,0,Tier 2,25-34,Instagram
CUST01409,24,6,3485.92,4,4,4,01_Champions,Gold,2,Tier 3,35-44,Marketplace
CUST01410,60,9,6311.650000000001,3,5,5,02_Loyal & Engaged,None,1,Tier 2,25-34,Google Search
CUST01411,37,7,4800.9400000000005,4,5,5,02_Loyal & Engaged,None,2,Tier 1,25-34,Google Search
CUST01412,152,1,348.68,2,1,1,06_At-Risk (Dormant),None,0,Tier 1,25-34,Influencer
CUST01413,295,1,623.43,1,1,1,06_At-Risk (Dormant),None,0,Tier 1,18-24,Google Search
CUST01414,52,5,3205.99,3,4,4,02_Loyal & Engaged,Silver,2,Tier 2,25-34,Organic
CUST01415,55,2,1153.7,3,1,1,08_Unclassified,None,0,Tier 1,25-34,Referral
CUST01416,20,7,4723.1900000000005,4,5,4,01_Champions,Gold,5,Tier 1,25-34,Marketplace
CUST01417,210,7,3650.18,1,5,4,08_Unclassified,None,2,Tier 1,25-34,Marketplace
CUST01418,237,2,1190.06,1,1,2,06_At-Risk (Dormant),Gold,0,Tier 3,25-34,Instagram
CUST01419,52,4,2614.52,3,3,3,04_Needs Nurturing,None,0,Tier 1,35-44,Google Search
CUST01420,7,5,4651.29,5,4,4,02_Loyal & Engaged,None,1,Tier 2,35-44,Instagram
CUST01421,107,1,1155.37,3,1,1,08_Unclassified,None,1,Tier 2,18-24,Referral
CUST01422,28,5,2562.66,4,4,3,02_Loyal & Engaged,Silver,1,Tier 1,18-24,Google Search
CUST01423,9,4,2782.71,5,3,3,02_Loyal & Engaged,Silver,0,Tier 2,25-34,Marketplace
CUST01424,21,2,3009.8599999999997,4,1,3,03_Promising,Gold,0,Tier 2,25-34,Referral
CUST01425,109,1,1148.76,3,1,1,08_Unclassified,Silver,0,Tier 2,25-34,Marketplace
CUST01426,13,3,2149.37,5,2,3,03_Promising,None,0,Tier 3,25-34,Google Search
CUST01427,23,8,5054.69,4,5,5,01_Champions,Gold,4,Tier 3,45+,Instagram
CUST01428,25,3,1588.9099999999999,4,2,2,03_Promising,None,1,Tier 1,45+,Marketplace
CUST01429,39,8,5236.96,4,5,5,02_Loyal & Engaged,None,3,Tier 1,25-34,Instagram
CUST01430,45,4,2702.2,3,3,3,02_Loyal & Engaged,Silver,3,Tier 3,25-34,Referral
CUST01431,73,2,2482.59,3,1,3,08_Unclassified,Silver,1,Tier 1,35-44,Instagram
CUST01432,163,3,1075.54,2,2,1,05_At-Risk (High Concern),None,1,Tier 1,25-34,Marketplace
CUST01433,169,4,2386.67,2,3,3,04_Needs Nurturing,Gold,1,Tier 3,25-34,Instagram
CUST01434,39,7,3210.12,4,5,4,02_Loyal & Engaged,None,2,Tier 1,25-34,Google Search
CUST01435,247,1,2210.82,1,1,3,06_At-Risk (Dormant),Gold,0,Tier 1,25-34,Instagram
CUST01436,60,3,2890.83,3,2,3,04_Needs Nurturing,Silver,0,Tier 1,25-34,Marketplace
CUST01437,307,5,4720.65,1,4,4,08_Unclassified,Silver,3,Tier 2,18-24,Instagram
CUST01438,218,2,2087.95,1,1,2,06_At-Risk (Dormant),None,0,Tier 2,25-34,Instagram
CUST01439,34,9,9011.16,4,5,5,01_Champions,Silver,2,Tier 3,18-24,Organic
CUST01440,5,7,8208.3,5,5,5,01_Champions,None,3,Tier 2,35-44,Marketplace
CUST01441,383,1,472.82,1,1,1,06_At-Risk (Dormant),None,0,Tier 3,18-24,Marketplace
CUST01442,55,5,3845.98,3,4,4,02_Loyal & Engaged,Gold,3,Tier 3,25-34,Instagram
CUST01443,28,7,6202.36,4,5,5,03_Promising,None,0,Tier 1,35-44,Instagram
CUST01444,93,2,1096.85,3,1,1,08_Unclassified,None,0,Tier 3,25-34,Google Search
CUST01445,176,10,6651.53,2,5,5,04_Needs Nurturing,None,1,Tier 1,35-44,Instagram
CUST01446,193,3,2796.4,2,2,3,06_At-Risk (Dormant),Gold,0,Tier 1,35-44,Referral
CUST01447,11,6,3532.04,5,4,4,01_Champions,Gold,0,Tier 2,35-44,Organic
CUST01448,294,2,1268.95,1,1,2,05_At-Risk (High Concern),Silver,1,Tier 1,25-34,Organic
CUST01449,18,3,1448.54,5,2,2,03_Promising,None,1,Tier 1,25-34,Referral
CUST01450,187,6,3188.3,2,4,4,04_Needs Nurturing,Silver,1,Tier 2,25-34,Referral
CUST01451,2,3,2778.46,5,2,3,03_Promising,Gold,1,Tier 2,45+,Organic
CUST01452,177,4,5779.52,2,3,5,04_Needs Nurturing,Platinum,0,Tier 1,25-34,Instagram
CUST01453,143,4,4084.96,2,3,4,04_Needs Nurturing,None,1,Tier 1,35-44,Instagram
CUST01454,17,5,2872.15,5,4,3,02_Loyal & Engaged,None,1,Tier 3,35-44,Referral
CUST01455,396,3,1376.1200000000001,1,2,2,05_At-Risk (High Concern),Gold,1,Tier 1,45+,Influencer
CUST01456,13,2,1988.42,5,1,2,03_Promising,Silver,1,Tier 1,35-44,Influencer
CUST01457,309,4,4798.75,1,3,5,08_Unclassified,None,0,Tier 2,25-34,Referral
